OBJECTID,TYPE_REG,ID_ETABLISSEMENT,NOM,UNITE_LOCALE,COMPLEMENT_LOCALI,STATUT_REG,IMMAT_DT,TYPE_LOCAL,CODE_NOGA,BRANCHE,ACTIVITE_DETAIL,TAILLE,RAISON_SOC_PARENT,ID_ENTREPRISE,TEL_PRINCIPAL,TEL_SECONDAIRE,FAX,EMAIL,SITE_INTERNET,PHYS_RUE,PHYS_NUMRUE,PHYS_NPA,PHYS_LOCALITE,PHYS_COMMUNE,IDPADR,ADRESSE,NUM_IDE,RAISON_SOCIALE,NATURE_JURID,SIEGE_CANTON,SIEGE_PAYS,SOUS_TYPE,E,N
1839,Etablissement,1-1HO9JL,Kaïten Capital,95781970.0,,En activité,2017-04-13,Bureau/étude/cabinet,663002,Gestion de fonds,,Sans travailleur,Kaïten Capital SA,1-4XH-75704,41768407777.0,,,kaitencapital@gmail.com,,Rue du Rhône,100,1204,Genève,Genève-Cité,930225024548,Rue du Rhône 100,,Kaïten Capital,,,,,2500703.47,1117664.61
1739,Etablissement,1-1ABOIA,CMR MANAGEMENT SERVICES,93499507.0,,En activité,2017-02-28,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,CMR MANAGEMENT SERVICES SA,1-4XH-70525,41795856263.0,,,zuhal.cimir@cmrmanagement.ch,https://cmrmanagement.ch/,Chemin des Hauts-Crêts,94,1253,Vandoeuvres,Vandoeuvres,970602173708,Chemin des Hauts-Crêts 94,,CMR MANAGEMENT SERVICES,,,,,2503598.51,1119252.06
1747,Etablissement,1-1ABUMT,SMTM III,99304904.0,,En activité,2018-09-12,Bureau/étude/cabinet,649901,Sociétés d'investissement,,1-2 travailleurs,3S Facility Group SA,1-9MDZF,41223205537.0,,41223205539.0,smtm3sa@gmail.com,,Route de Thonon,152C,1222,Vésenaz,Collonge-Bellerive,605170041,Route de Thonon 152C,,SMTM III,,,,,2505652.05,1122475.32
1748,Etablissement,1-1ABUOC,Demole Capital Partners,99254761.0,,En activité,2018-09-03,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,Demole Capital Partners SA,1-8Q55V,41227079300.0,,,info@demolecapital.com,,Quai Gustave-ADOR,40,1207,Genève,Genève-Eaux-Vives,930225000098,Quai Gustave-ADOR 40,,Demole Capital Partners,,,,,2501290.3,1118017.4
1751,Etablissement,1-1ABUV7,Willful Group,99038770.0,,En activité,2018-07-16,Bureau/étude/cabinet,649901,Sociétés d'investissement,,1-2 travailleurs,WILLFUL GROUP SA,1-6X6UJ,41799730504.0,,,finance@willfulgroup.com,,Rue de la Cité,1,1204,Genève,Genève-Cité,930225006787,Rue de la Cité 1,,Willful Group,,,,,2500065.62,1117737.47
1777,Etablissement,1-1UF2TA,Astrum,12463013.0,,En activité,2021-01-19,Bureau/étude/cabinet,649901,Sociétés d'investissement,,3-5 travailleurs,Astrum SA,1-4XH-16938,41792005966.0,,,roland.leguizamon@gmail.com,,Rue LE-CORBUSIER,8,1208,Genève,Genève-Eaux-Vives,930225035529,Rue LE-CORBUSIER 8,,Astrum,,,,,2501816.38,1116701.0
1782,Etablissement,1-1UFLJ8,Milinvest,52965464.0,,En activité,2014-04-26,Bureau/étude/cabinet,649901,Sociétés d'investissement,,1-2 travailleurs,MILINVEST SA,1-1UBCW0,41796619413.0,41224363240.0,,,,Rue du Rhône,30,1204,Genève,Genève-Cité,930225024521,Rue du Rhône 30,,Milinvest,,,,,2500216.06,1117824.96
3661,Etablissement,1-20BJ8H,X Multiplied Capital Advisors,12063999.0,,En activité,2021-04-12,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,X Multiplied Capital Advisors Sàrl,1-18XDTC,41795350135.0,,,info@xmultiplied.com,,Chemin ROJOUX,10A,1231,Conches,Chêne-Bougeries,930225024993,Chemin ROJOUX 10A,,X Multiplied Capital Advisors,,,,,2502530.78,1115469.48
3193,Etablissement,1-4XH-88927,EMC Gestion de Fortune,46459841.0,,En activité,1981-12-18,Bureau/étude/cabinet,663002,Gestion de fonds,,10-19 travailleurs,EMC Gestion de Fortune SA,1-4XH-88926,41228177878.0,,41228177888.0,emc@emcge.com,https://emcge.com/,Place des Alpes,2,1201,Genève,Genève-Cité,930225000423,Place des Alpes 2,,EMC Gestion de Fortune,,,,,2500396.33,1118346.64
3406,Etablissement,1-205SI9,Roots Capital,11652973.0,,En activité,2020-01-08,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,Roots Capital SA,1-ZAK06,44770000043.0,,,dsh@rootscapitalmgmt.com,,Rue de la Confédération,3,1204,Genève,Genève-Cité,930225007631,Rue de la Confédération 3,,Roots Capital,,,,,2500071.46,1117766.83
3422,Etablissement,1-20B3YN,SFOR,11944246.0,,En activité,2021-04-12,Bureau/étude/cabinet,649901,Sociétés d'investissement,,1-2 travailleurs,SFOR SA,1-13TMPV,,,,,,Rue du Rhône,57,1204,Genève,Genève-Cité,930225024531,Rue du Rhône 57,,SFOR,,,,,2500781.33,1117659.36
3677,Etablissement,1-2F63L3,Gelmico Holding,15229724.0,,En activité,1999-05-19,Bureau/étude/cabinet,649901,Sociétés d'investissement,,,Gelmico Holding SA,1-2F5VQD,41227071431.0,,,,,Rue Sigismond-THALBERG,2,1201,Genève,Genève-Cité,930225028483,Rue Sigismond-THALBERG 2,,Gelmico Holding,,,,,2500355.67,1118377.32
2964,Etablissement,1-4XH-88649,Geremant,46685008.0,,En activité,1982-09-23,Bureau/étude/cabinet,663002,Gestion de fonds,,6-9 travailleurs,Geremant SA,1-4XH-88558,41227035777.0,,,kr@geremant.com,http://www.geremant.com,Avenue de Champel,24,1206,Genève,Genève,930225005195,Avenue de Champel 24,,Geremant,,,,,2500754.26,1116339.05
2968,Etablissement,1-4XH-88679,Forvest,46625763.0,,En activité,1982-05-28,Bureau/étude/cabinet,663002,Gestion de fonds,,6-9 travailleurs,Forvest SA,1-4XH-88588,41229083636.0,,41229083637.0,info@forvest.ch,https://www.forvestglobal.com/,Rue KLÉBERG,14,1201,Genève,Genève,930225015858,Rue KLÉBERG 14,,Forvest,,,,,2500235.8,1118150.5
3696,Etablissement,1-24ULFM,Marigny Capital,12329193.0,,En activité,2020-05-25,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,MARIGNY CAPITAL (SUISSE) SA,1-1F3E1Z,41225181933.0,,,contact@marignycapital.com,https://www.marignycapital.com,Rue François-BELLOT,6,1206,Genève,Genève-Cité,930225002118,Rue François-BELLOT 6,,Marigny Capital,,,,,2500673.49,1117102.25
3219,Etablissement,1-4XH-98201,Palms Family Office,60366540.0,,En activité,1989-05-11,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,Palms Family Office Suisse SA,1-4XH-98109,41223184383.0,,41223110631.0,geneva@palms-familyoffice.com,http://www.palms-familyoffice.com,Boulevard Helvétique,15,1207,Genève,Genève-Cité,930225014567,Boulevard Helvétique 15,,Palms Family Office,,,,,2500820.62,1117364.19
3001,Etablissement,1-4XH-86381,"SFB, Société Financière des Bastions",61229087.0,,En activité,1989-07-03,Bureau/étude/cabinet,663002,Gestion de fonds,,6-9 travailleurs,"SFB, Société Financière des Bastions SA",1-4XH-86858,41227040880.0,,41227040888.0,info@sfdb.ch,https://sfdb.ch/,Chemin Doctoresse-CHAMPENDAL,4,1206,Genève,Genève,940414154933,Chemin Doctoresse-CHAMPENDAL 4,,"SFB, Société Financière des Bastions",,,,,2501782.98,1116387.93
3246,Etablissement,1-4XH-92323,Holding de Rothschild,53094581.0,,En activité,1983-01-24,Bureau/étude/cabinet,649901,Sociétés d'investissement,,,"Holding Benjamin et Edmond de Rothschild, Pregny Société Anonyme",1-4XH-92322,41588190611.0,,,,,Route de Pregny,21,1292,Chambésy,Pregny-Chambésy,930225023456,Route de Pregny 21,,Holding de Rothschild,,,,,2499770.29,1121189.44
3261,Etablissement,1-1GPXA5,DABS Holding,12013720.0,,En activité,2020-03-19,Bureau/étude/cabinet,649901,Sociétés d'investissement,,1-2 travailleurs,DABS Holding SA,1-4XH-52322,41225522269.0,,,,,Route de Thonon,7C,1223,Cologny,Cologny,930225028568,Route de Thonon 7C,,DABS Holding,,,,,2503820.14,1121083.6
3500,Etablissement,1-2LB9OL,LFM holding,54474224.0,,En activité,1988-01-01,Bureau/étude/cabinet,649901,Sociétés d'investissement,,Sans travailleur,LFM holding SA,1-2LB6HY,41227187878.0,,,teamcompta@capvest.ch,,Rue du Rhône,116,1204,Genève,Genève-Cité,930225024551,Rue du Rhône 116,,LFM holding,,,,,2500883.79,1117604.81
3502,Etablissement,1-2LBAB7,Milio Holding,12665041.0,,En activité,2020-07-27,Bureau/étude/cabinet,649901,Sociétés d'investissement,,,Milio Holding SA,1-2LBA87,,,,,,Rue du Général-DUFOUR,22,1204,Genève,Genève-Cité,930225012295,Rue du Général-DUFOUR 22,,Milio Holding,,,,,2499946.85,1117348.39
3528,Etablissement,1-25P9O6,OCEAN LEONID INVESTMENTS,17142118.0,,En activité,2022-12-21,Bureau/étude/cabinet,649901,Sociétés d'investissement,,10-19 travailleurs,OCEAN LEONID INVESTMENTS AG,1-22ZMUY,41228100606.0,,,admin@oceanleonid.com,https://oceanleonid.com,Rue du Rhône,8,1204,Genève,Genève-Cité,930225024511,Rue du Rhône 8,,OCEAN LEONID INVESTMENTS,,,,,2500156.92,1117829.75
3083,Etablissement,1-4XH-95569,Bruellan,61627031.0,,En activité,1991-06-07,Bureau/étude/cabinet,663002,Gestion de fonds,,20-49 travailleurs,Bruellan SA,1-4XH-95568,41228171855.0,,41228171844.0,info@bruellan.ch,http://www.bruellan.ch,Rue PÉCOLAT,1,1201,Genève,Genève-Cité,930225045313,Rue PÉCOLAT 1,,Bruellan,,,,,2500217.03,1118274.46
3318,Etablissement,1-114VJR,Abeloo,99376652.0,,En activité,2018-09-29,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,Abeloo SA,1-AMW3J,41227079292.0,,,hello@abeloo.swiss,https://abeloo.swiss,Rue François-VERSONNEX,7,1207,Genève,Genève-Cité,930225030549,Rue François-VERSONNEX 7,,Abeloo,,,,,2500933.47,1117660.94
3729,Etablissement,1-240DYP,Blue Wilson,12074299.0,,En activité,2020-03-31,Bureau/étude/cabinet,649901,Sociétés d'investissement,,1-2 travailleurs,Blue Wilson SA,1-196CVE,41223491940.0,,,,,Rue des Alpes,7,1201,Genève,Genève-Cité,930225000408,Rue des Alpes 7,,Blue Wilson,,,,,2500389.04,1118256.34
3336,Etablissement,1-4XH-9600,Wealtheon,51818130.0,,En activité,1979-09-19,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,Wealtheon S.A. (Switzerland),1-4XH-9599,41223204740.0,41799425485.0,41223204808.0,info@wealtheon.ch,https://www.wealtheon.ch,Boulevard des Philosophes,14,1205,Genève,Genève,930225021762,Boulevard des Philosophes 14,,Wealtheon,,,,,2500120.97,1116993.21
3808,Etablissement,1-2C8YY6,Leman Office,12663091.0,,En activité,2021-10-12,Bureau/étude/cabinet,663002,Gestion de fonds,Family office,Sans travailleur,Leman Office SA,1-1HUA0A,,,,,,Rue de Jargonnant,2,1207,Genève,Genève-Eaux-Vives,930225015386,Rue de Jargonnant 2,,Leman Office,,,,,2501298.32,1117431.76
3112,Etablissement,1-4XH-90527,Atlas management,53527005.0,,En activité,1985-09-25,Bureau/étude/cabinet,663002,Gestion de fonds,"gestion de fortune,  conseil patrimonial",10-19 travailleurs,Atlas management SA,1-4XH-90526,41223078860.0,,41223431907.0,reception@atlas-management.ch,https://www.atlasmanagement.ch,Rue Jacques-DALPHIN,37A,1227,Carouge GE,Carouge,930225008882,Rue Jacques-DALPHIN 37A,,Atlas management,,,,,2499757.71,1115314.79
3344,Etablissement,1-4XH-80753,Accuro Trust Geneva,51826220.0,,En activité,1979-04-19,Bureau/étude/cabinet,649901,Sociétés d'investissement,,20-49 travailleurs,Accuro Trust (Switzerland) SA,1-4XH-80658,41228072000.0,,41228072005.0,geneva@accuro.com,https://www.accuro.com,Esplanade de Pont-Rouge,1,1212,Grand-Lancy,Lancy,190117170331,Esplanade de Pont-Rouge 1,,Accuro Trust Geneva,,,,,2498789.79,1115874.88
3352,Etablissement,1-1XTZII,Stork Capital,11205796.0,,En activité,2019-10-01,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,Stork Capital Sàrl,1-U42I0,41223105454.0,41788220004.0,,yves.gloor@storkcapital.com,https://www.storkcapital.com/,Quai de l'Ile,15,1204,Genève,Genève-Cité,930225015262,Quai de l'Ile 15,,Stork Capital,,,,,2500069.76,1117892.25
3573,Etablissement,1-2COA05,TBH Global Family Office,12919602.0,,En activité,2020-09-16,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,TBH Global Family Office SA,1-1MAQV8,41225126020.0,,,info@tbh-gfo.com,https://tbh-gfo.com,Rue Pedro-MEYLAN,1,1208,Genève,Genève-Eaux-Vives,930225018617,Rue Pedro-MEYLAN 1,,TBH Global Family Office,,,,,2501584.52,1116810.2
3738,Etablissement,1-27YL1A,PARTIMO,66930530.0,,En activité,2014-12-31,Bureau/étude/cabinet,649901,Sociétés d'investissement,,1-2 travailleurs,PARTIMO SA,1-4XH-12146,,,,,,Rue Adrien-LACHENAL,26,1207,Genève,Genève-Cité,930225015937,Rue Adrien-LACHENAL 26,,PARTIMO,,,,,2501013.32,1117231.38
3391,Etablissement,1-2G494K,ATHENEE INVESTMENT,11500674.0,,En activité,2019-12-06,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,ATHENEE INVESTMENT SA,1-Y8VLS,41225526680.0,,,info@athenee-investment.com,https://www.athenee-investment.com/,Quai des Bergues,23,1201,Genève,Genève-Cité,930225002213,Quai des Bergues 23,,ATHENEE INVESTMENT,,,,,2500169.65,1118035.8
3642,Etablissement,1-21Y0GF,Cosa Trade,85093566.0,,En activité,2013-01-18,Bureau/étude/cabinet,649901,Sociétés d'investissement,,1-2 travailleurs,Cosa Trade SA,1-21Y0D4,41799314606.0,,,pamela_bringer@yahoo.fr,,Route du Vallon,3,1224,Chêne-Bougeries,Chêne-Bougeries,930225029716,Route du Vallon 3,,Cosa Trade,,,,,2503387.11,1116759.44
2460,Etablissement,1-U3QSN,GADD & Cie,96585317.0,,En activité,2019-10-01,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,"GADD & Cie SA, Luxembourg, succursale de Meyrin/Genève",1-4XH-75076,41217994200.0,,,gadd@gadd.lu,,Route de Pré-Bois,20,1215,Genève,Meyrin,930225023234,Route de Pré-Bois 20,,GADD & Cie,,,,,2496784.91,1120118.93
1921,Etablissement,1-12HMAW,Gonet,53287510.0,,En activité,2016-12-31,Bureau/étude/cabinet,649901,Sociétés d'investissement,,,Gonet SA,1-4XH-88063,41223171717.0,,41223171700.0,mdelvalle@gonet.ch,http://www.gonet.ch,Boulevard du Théâtre,6,1204,Genève,Genève-Cité,930225028492,Boulevard du Théâtre 6,,Gonet,,,,,2499898.91,1117568.59
1922,Etablissement,1-12HMCJ,SIFINA,53840207.0,,En activité,2013-12-31,Activité à domicile,649901,Sociétés d'investissement,Société 'investissements,Sans travailleur,SIFINA SA Société d'Investissements Financiers,1-4XH-4325,41227927787.0,,,sifina@bluewin.ch,,Chemin de Vert-Pré,4,1213,Petit-Lancy,Lancy,930225030606,Chemin de Vert-Pré 4,,SIFINA,,,,,2498067.11,1116412.67
1933,Etablissement,1-13YL5A,SAJAMA,99383686.0,,En activité,2018-10-02,Bureau/étude/cabinet,663002,Gestion de fonds,Family office,1-2 travailleurs,SAJAMA Sàrl,1-AMWO3,41228108802.0,41793277565.0,,,,Rue Neuve-du-Molard,17,1204,Genève,Genève-Cité,930225020552,Rue Neuve-du-Molard 17,,SAJAMA,,,,,2500483.15,1117692.86
2187,Etablissement,1-1AACEE,Sigma Group Holding,10130034.0,,En activité,2019-02-26,Bureau/étude/cabinet,649901,Sociétés d'investissement,,3-5 travailleurs,Sigma Group Holding SA,1-4XH-85038,41229203000.0,,,,,Route de Saint-Julien,198,1228,Plan-les-Ouates,Plan-les-Ouates,151013142235,Route de Saint-Julien 198,,Sigma Group Holding,,,,,2497358.27,1113482.33
2189,Etablissement,1-1AAR6Z,AgeCore,92457338.0,,En activité,2016-08-31,Bureau/étude/cabinet,649901,Sociétés d'investissement,,6-9 travailleurs,AgeCore SA,1-4XH-72684,41227487700.0,,,alexandre.duvoisin@agecore.eu,,Rue de la Synagogue,33,1204,Genève,Genève-Plainpalais,990624102646,Rue de la Synagogue 33,,AgeCore,,,,,2499639.58,1117638.32
2190,Etablissement,1-1AARBI,TASK WEALTH MANAGEMENT,93605299.0,,En activité,2017-02-28,Bureau/étude/cabinet,663002,Gestion de fonds,,6-9 travailleurs,TASK WEALTH MANAGEMENT SA,1-4XH-78777,41225529494.0,,,info@taskwm.com,http://www.taskwm.com,Rue du Rhône,11,1204,Genève,Genève-Cité,930225024512,Rue du Rhône 11,,TASK WEALTH MANAGEMENT,,,,,2500134.4,1117842.28
2470,Etablissement,1-15YHOM,Sitam,45609901.0,,En activité,2014-04-25,Bureau/étude/cabinet,649901,Sociétés d'investissement,,1-2 travailleurs,Sitam SA,1-15YHLC,41227525522.0,,,info@sitam.ch,,Chemin du Pré-Puits,15,1246,Corsier GE,Corsier,81028160020,Chemin du Pré-Puits 15,,Sitam,,,,,2506287.65,1124501.97
1937,Etablissement,1-1457K2,D&S Capital Management,99458273.0,,En activité,2017-02-28,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,D&S Capital Management SA,1-B3C4I,41223293327.0,,,pascale.deville@ds-wm.com,,Rue Adrien-LACHENAL,20,1207,Genève,Genève-Cité,930225015934,Rue Adrien-LACHENAL 20,,D&S Capital Management,,,,,2500994.17,1117299.4
2203,Etablissement,1-1AHE55,LITHOS Fondation de Placement Immobilier,67807457.0,,En activité,2003-11-12,Bureau/étude/cabinet,643000,Fonds de placement et entités financières similaires,,,LITHOS Fondation de Placement Immobilier,1-4XH-9906,41228393812.0,,,info@fondation-lithos.ch,https://www.fondation-lithos.ch,Esplanade de Surville,2,1213,Petit-Lancy,Lancy,200000035456,Esplanade de Surville 2,,LITHOS Fondation de Placement Immobilier,,,,,2498533.18,1116654.57
2206,Etablissement,1-1AHQ0T,SpearArm,93139637.0,,En activité,2016-11-30,Bureau/étude/cabinet,649901,Sociétés d'investissement,,,SpearArm SA,1-4XH-71191,,,,,,Boulevard Helvétique,36,1207,Genève,Genève-Cité,930225014585,Boulevard Helvétique 36,,SpearArm,,,,,2500933.59,1117546.11
2492,Etablissement,1-4XH-98291,Alcifinance,60274172.0,,En activité,1989-03-03,Bureau/étude/cabinet,649901,Sociétés d'investissement,,1-2 travailleurs,Alcifinance SA,1-4XH-98200,41227383440.0,,,carole.javet@alcifinance.ch,,Rue de Zurich,19,1201,Genève,Genève-Cité,930225032406,Rue de Zurich 19,,Alcifinance,,,,,2500350.81,1118602.35
1953,Etablissement,1-1A3B57,Polax Investments,10187051.0,,En activité,2019-03-04,Bureau/étude/cabinet,663002,Gestion de fonds,,Sans travailleur,Polax Investments SA,1-INZKI,,,,,,Rue Jacques-BALMAT,5,1204,Genève,Genève-Cité,930225001425,Rue Jacques-BALMAT 5,,Polax Investments,,,,,2499926.7,1117328.97
1966,Etablissement,1-1ABV1L,TREE Capital,97258297.0,,En activité,2018-03-08,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,TREE Capital SA,1-4XH-84920,41227350840.0,,,jpbettin@treecapital.ch,http://www.treecapital.ch/,Rue du Rhône,65,1204,Genève,Genève-Cité,930225024536,Rue du Rhône 65,,TREE Capital,,,,,2500898.2,1117622.24
1969,Etablissement,1-1ABV6X,CHF Capital,97160786.0,,En activité,2018-02-14,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,CHF Capital SA,1-4XH-85611,41225525380.0,,,info@chfcapital.ch,https://chfcapital.ch,Quai Gustave-ADOR,20,1207,Genève,Genève-Eaux-Vives,930225000091,Quai Gustave-ADOR 20,,CHF Capital,,,,,2501125.66,1117907.4
2755,Etablissement,1-4XH-99434,Paridor,45110319.0,,En activité,1995-01-30,Bureau/étude/cabinet,649901,Sociétés d'investissement,"""""""Participations et gestion de l'immeuble L""""a Cour des Cygnes""""""""""",1-2 travailleurs,Paridor SA,1-4XH-99433,41223117433.0,,41223117443.0,paridor@bluewin.ch,,Place du Bourg-de-Four,9,1204,Genève,Genève,930225003554,Place du Bourg-de-Four 9,,Paridor,,,,,2500478.34,1117317.6
1976,Etablissement,1-1AGSHY,Providenzia Wealth Management,96201734.0,,En activité,2017-07-17,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,Providenzia Wealth Management SA,1-4XH-74710,41229895561.0,41792039426.0,,info@providenziawm.ch,http://www.providenziawm.ch, Grand-Rue,11,1204,Genève,Genève-Cité,930225013612,Grand-Rue 11,,Providenzia Wealth Management,,,,,2500156.24,1117584.74
2253,Etablissement,1-1G4CJ1,HCP Asset Management,94393661.0,,En activité,2017-05-31,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,HCP Asset Management SA,1-1G4CD0,,,,contact@hcp.ch,http://www.hcp.ch,Rue du Vieux-Collège,10,1204,Genève,Genève-Cité,930225031195,Rue du Vieux-Collège 10,,HCP Asset Management,,,,,2500620.2,1117495.36
2267,Etablissement,1-1EVV2S,Prosperitas Asset Management,99393265.0,,En activité,2018-10-04,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,Prosperitas Asset Management SA,1-AQR0N,41227521122.0,,,,,Rue de la Pélisserie,18,1204,Genève,Genève-Cité,930225021151,Rue de la Pélisserie 18,,Prosperitas Asset Management,,,,,2500224.5,1117578.98
2546,Etablissement,1-4XH-86717,LF FINANCE,53126400.0,,En activité,1984-10-05,Bureau/étude/cabinet,663002,Gestion de fonds,,6-9 travailleurs,LF FINANCE (SUISSE) SA,1-4XH-86716,41223197200.0,,41223197227.0,contact@lffinance.com,https://www.lffinance.com/,Rue du Rhône,86,1204,Genève,Genève,930225024543,Rue du Rhône 86,,LF FINANCE,,,,,2500525.75,1117721.6
2553,Etablissement,1-4XH-87034,Gero-Invest,53120545.0,,En activité,1984-05-15,Activité à domicile,663002,Gestion de fonds,,1-2 travailleurs,Gero-Invest SA,1-4XH-87033,41225529140.0,,41225529142.0,rene.belser@gero-sa.ch,,Chemin de Chantefleur,5,1234,Vessy,Veyrier,930225035726,Chemin de Chantefleur 5,,Gero-Invest,,,,,2501333.64,1114038.51
2804,Etablissement,1-1FUWFP,Trimagic,10159981.0,,En activité,2020-06-09,Activité à domicile,649901,Sociétés d'investissement,,1-2 travailleurs,Trimagic Sàrl,1-IJOF2,41799084682.0,,,anabarata@trimagic.ch,,Avenue Eugène-PITTARD,5,1206,Genève,Genève-Eaux-Vives,930225022222,Avenue Eugène-PITTARD 5,,Trimagic,,,,,2501400.63,1116453.56
2022,Etablissement,1-1H08E0,RS PARTNERS,12067663.0,,En activité,2020-07-15,Bureau/étude/cabinet,649901,Sociétés d'investissement,,10-19 travailleurs,"RS PARTNERS (JERSEY) LIMITED, St. Helier, Geneva Branch",1-195ZSW,41225331093.0,,,,,Rue du Rhône,1,1204,Genève,Genève-Cité,930225024506,Rue du Rhône 1,,RS PARTNERS,,,,,2500080.51,1117828.88
2023,Etablissement,1-1AHDW7,ARETIA,99232019.0,,En activité,2018-08-29,Bureau/étude/cabinet,649901,Sociétés d'investissement,,,ARETIA SA,1-8IV9H,,,,,,Rue du Marché,18,1204,Genève,Genève-Cité,930225017948,Rue du Marché 18,,ARETIA,,,,,2500267.42,1117665.87
2027,Etablissement,1-1EULUO,ALTITUDINE,98004639.0,,En activité,2018-06-19,Bureau/étude/cabinet,649901,Sociétés d'investissement,,,ALTITUDINE SA,1-5NA59,,,,,,Rue FERRIER,3,1202,Genève,Genève-Petit-Saconnex,930225010951,Rue FERRIER 3,,ALTITUDINE,,,,,2500248.0,1119007.91
2031,Etablissement,1-1EUQE3,Hemell Holding,85784688.0,,En activité,2017-07-13,Bureau/étude/cabinet,649901,Sociétés d'investissement,,,TAMIAS SA,1-4XH-53141,41228070080.0,,,mle@immolac.ch,,Place de Longemalle,6,1204,Genève,Genève-Cité,930225016775,Place de Longemalle 6,,Hemell Holding,,,,,2500530.56,1117693.9
