,OBJECTID,TYPE_REG,ID_ETABLISSEMENT,NOM,UNITE_LOCALE,COMPLEMENT_LOCALI,STATUT_REG,IMMAT_DT,TYPE_LOCAL,CODE_NOGA,BRANCHE,ACTIVITE_DETAIL,TAILLE,RAISON_SOC_PARENT,ID_ENTREPRISE,TEL_PRINCIPAL,TEL_SECONDAIRE,FAX,EMAIL,SITE_INTERNET,PHYS_RUE,PHYS_NUMRUE,PHYS_NPA,PHYS_LOCALITE,PHYS_COMMUNE,IDPADR,ADRESSE,NUM_IDE,RAISON_SOCIALE,NATURE_JURID,SIEGE_CANTON,SIEGE_PAYS,SOUS_TYPE,E,N
36430,35085,Etablissement,1-UYWMB,Swiss Bridge Capital,99099003.0,,En activité,2018-07-26,Bureau/étude/cabinet,663002,Gestion de fonds,,6-9 travailleurs,Swiss Bridge Capital SA,1-7LK95,41227183800.0,41799000122.0,41227183809.0,sbc@swissbridgecapital.com,https://www.swissbridgecapital.com/,Rue du Général-DUFOUR,11,1204,Genève,Genève-Cité,930225012286,Rue du Général-DUFOUR 11,,Swiss Bridge Capital,,,,,2499898.12,1117496.99
36479,34836,Etablissement,1-QICUE,DF Delta Finance,91253751.0,,En activité,2018-08-07,Bureau/étude/cabinet,692000,Activités comptables; fiduciaires,,3-5 travailleurs,DF Delta Finance SA,1-4XH-67237,41224342316.0,,,,https://deltafinance.ch,Rue du Mont-Blanc,14,1201,Genève,Genève-Cité,930225019476,Rue du Mont-Blanc 14,,DF Delta Finance,,,,,2500286.35,1118179.3
36729,37762,Etablissement,1-4XH-7335,CISA Trust Company,41844947.0,,En activité,1978-09-18,Bureau/étude/cabinet,663002,Gestion de fonds,,6-9 travailleurs,CISA Trust Company (Switzerland) SA,1-4XH-7334,41227345550.0,,41227344496.0,com@cisatrust.ch,,Rue du Rhône,65,1204,Genève,Genève-Cité,930225024536,Rue du Rhône 65,,CISA Trust Company,,,,,2500898.2,1117622.24
36866,37804,Etablissement,1-4XH-77071,BvB and Partners,94752774.0,,En activité,2017-01-05,Bureau/étude/cabinet,661900,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite",,1-2 travailleurs,BvB and Partners SA,1-4XH-76979,41223182000.0,41796896315.0,,,,Rue de la Corraterie,26,1204,Genève,Genève-Cité,930225007937,Rue de la Corraterie 26,,BvB and Partners,,,,,2500036.33,1117563.82
36997,37839,Etablissement,1-4XH-76337,FCS Alliance,94823718.0,,En activité,2017-01-19,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,FCS Alliance SA,1-4XH-76336,41225101255.0,,,ef@fcs-alliance.com,,Rue du Mont-Blanc,4,1201,Genève,Genève,930225019467,Rue du Mont-Blanc 4,,FCS Alliance,,,,,2500339.97,1118136.74
37111,38594,Etablissement,1-4XH-86896,Rhône Gestion,53115304.0,,En activité,1984-03-06,Bureau/étude/cabinet,663002,Gestion de fonds,,6-9 travailleurs,Rhône Gestion SA,1-4XH-86895,41223282815.0,,41223206000.0,rg@rhone-gestion.ch,http://www.rhone-gestion.ch,Boulevard Georges-FAVON,2,1204,Genève,Genève,930225010623,Boulevard Georges-FAVON 2,,Rhône Gestion,,,,,2499749.78,1117776.44
38247,37400,Etablissement,1-4XH-76544,Zeno,94372043.0,,En activité,2016-10-19,Bureau/étude/cabinet,661900,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite",,6-9 travailleurs,Zeno SA,1-4XH-76453,41227860600.0,,,,,Place des Florentins,1,1204,Genève,Genève-Cité,930225011110,Place des Florentins 1,,Zeno,,,,,2500755.64,1117679.57
38251,37613,Etablissement,1-4XH-76260,Sesame Active Investments,94716095.0,,En activité,2016-12-22,Bureau/étude/cabinet,663002,Gestion de fonds,,,Sesame Active Investments SA,1-4XH-76259,41223220950.0,,,,,Rue du Prince,11,1204,Genève,Genève,930225045626,Rue du Prince 11,,Sesame Active Investments,,,,,2500609.69,1117598.75
38472,36895,Etablissement,1-5IZJ5,AWARE Investments,97988203.0,,En activité,2018-06-14,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,AWARE Investments (Switzerland) SA,1-2D4P8V,41228691522.0,,,info@awareswiss.com,https://www.awareswiss.com,rue Pierre-FATIO,15,1204,Genève,Genève-Cité,930225010580,Rue Pierre-FATIO 15,,AWARE Investments,,,,,2500842.4,1117582.71
38592,36655,Etablissement,1-5K9OV9,Ninety-Six Partners,32397833.0,,En activité,2025-07-28,Bureau/étude/cabinet,663002,Gestion de fonds,,,Ninety-Six Partners SA,1-4XH-93450,41228278696.0,,,,https://www.ninetysixpartners.ch/,Place de Pont-Rouge,1,1212,Grand-Lancy,Lancy,160317141445,Place de Pont-Rouge 1,,Ninety-Six Partners,,,,,2498555.5,1115927.27
38649,37495,Etablissement,1-4XH-77820,BE LIONS,94400051.0,,En activité,2016-10-25,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,BE LIONS Sàrl,1-4XH-77819,41227360350.0,,,contact@belions.ch,https://www.belions.ch,Rue du Rhône,118,1204,Genève,Genève-Cité,930225024552,Rue du Rhône 118,,BE LIONS,,,,,2500903.98,1117598.34
38688,36958,Etablissement,1-60N9E,Shard Capital Advisors,98022271.0,,En activité,2018-06-22,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,Shard Capital Advisors SA,1-60ETV,41223188080.0,41794475868.0,,,,rue du Marché,3,1204,Genève,Genève-Cité,930225017932,Rue du Marché 3,,Shard Capital Advisors,,,,,2500241.38,1117711.12
38744,39774,Etablissement,1-51JLHP,Core (Trustee) Service,95576447.0,,En activité,2017-02-27,Bureau/étude/cabinet,663002,Gestion de fonds,,6-9 travailleurs,Core (Trustee) Service SA,1-4XH-76385,41225527380.0,,,info@coreservice.ch,https://www.coretrustee.ch/,Rue Pedro-MEYLAN,1,1208,Genève,Genève-Eaux-Vives,930225018617,Rue Pedro-MEYLAN 1,,Core (Trustee) Service,,,,,2501584.52,1116810.2
38880,39811,Etablissement,1-4XTWEM,Previse Capital Partners,18454499.0,,En activité,2023-08-24,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,Previse Capital Partners SA,1-43L39M,41227514554.0,,,info@previsecp.com,https://previsecp.com,Rue Robert-CÉARD,6,1204,Genève,Genève-Cité,930225004722,Rue Robert-CÉARD 6,,Previse Capital Partners,,,,,2500459.85,1117725.63
38919,40283,Etablissement,1-4XH-6494,Onyx et Cie,64527756.0,,En activité,2000-03-16,Bureau/étude/cabinet,692000,Activités comptables; fiduciaires,,3-5 travailleurs,Onyx et Cie SA,1-4XH-6493,41229068503.0,,41229068501.0,info@onyx-cie.ch,https://www.onyx-cie.ch,Rue des Alpes,7,1201,Genève,Genève,930225000408,Rue des Alpes 7,,Onyx et Cie,,,,,2500389.04,1118256.34
39478,40200,Etablissement,1-4XH-65241,Trajectoire Capital Group,91676213.0,,En activité,2015-07-20,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,Trajectoire Capital Group SA,1-4XH-65724,41227160110.0,,,administration@trajectoirecap.com,http://www.trajectoirecap.com,Rue du Port,4,1204,Genève,Genève-Cité,930225022940,Rue du Port 4,,Trajectoire Capital Group,,,,,2500599.88,1117664.11
39560,40446,Etablissement,1-4XH-65502,JAR Switzerland,91529457.0,,En activité,2015-06-19,Bureau/étude/cabinet,663002,Gestion de fonds,,10-19 travailleurs,JAR (Switzerland) SA,1-4XH-65410,41229001071.0,,41229000995.0,accounting@jarcapital.swiss,,Rue du Rhône,14,1204,Genève,Genève-Cité,930225040630,Rue du Rhône 14,,JAR Switzerland,,,,,2500200.03,1117827.43
39753,38771,Etablissement,1-4XH-87103,Gutzwiller,53345324.0,,En activité,1985-02-20,Bureau/étude/cabinet,641907,Établissements spécialisés dans les opérations boursières,,3-5 travailleurs,Gutzwiller SA Genève,1-4XH-87102,41229080333.0,,,geneva@gutzwiller.ch,https://www.gutzwiller.ch/,Rue de la Confédération,7,1204,Genève,Genève,930225047869,Rue de la Confédération 7,,Gutzwiller,,,,,2500125.69,1117747.13
39870,38788,Etablissement,1-4XH-89610,I.D.F. Investment and Development Financing,53461318.0,,En activité,1986-02-05,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,I.D.F. Investment and Development Financing SA,1-4XH-90096,41223090928.0,,41223093343.0,af@idf.ch,https://www.idf.ch,Route des Jeunes,5A,1227,Les Acacias,Genève,930225044491,Route des Jeunes 5A,,I.D.F. Investment and Development Financing,,,,,2498865.34,1116725.47
39935,38805,Etablissement,1-4XH-86945,Suntrust Investment Company,51161156.0,,En activité,1983-09-16,Bureau/étude/cabinet,663002,Gestion de fonds,,10-19 travailleurs,Suntrust Investment Company SA,1-4XH-86944,41227080908.0,,41227080989.0,,http://www.suntrust.ch,Rue des Battoirs,7,1205,Genève,Genève,930225048463,Rue des Battoirs 7,,Suntrust Investment Company,,,,,2499937.62,1116376.41
39955,39062,Etablissement,1-4XH-87761,Wibagest,53085896.0,,En activité,1981-12-18,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,Wibagest SA,1-4XH-87760,41223467778.0,,41223466066.0,prive@wibagest.com,,Rue François-BELLOT,5,1206,Genève,Genève,930225002117,Rue François-BELLOT 5,,Wibagest,,,,,2500663.96,1117118.33
40060,39738,Etablissement,1-4XH-99875,GAMSA,62933431.0,,En activité,1994-07-05,Bureau/étude/cabinet,663002,Gestion de fonds,,6-9 travailleurs,GAMSA S.A.,1-4XH-98700,41227386550.0,,41227387722.0,,http://www.gamsa.ch,Rue du Conseil-Général,6,1205,Genève,Genève-Cité,930225007658,Rue du Conseil-Général 6,,GAMSA,,,,,2499983.6,1117265.28
40062,38835,Etablissement,1-4XH-87332,Finakey Saint-Gervais,53108789.0,,En activité,1983-10-24,Bureau/étude/cabinet,692000,Activités comptables; fiduciaires,Gestion et conseils économiques,6-9 travailleurs,Finakey SA,1-4XH-87241,41227165100.0,,,finakey@finakey.ch,,Place de Saint-Gervais,1,1201,Genève,Genève,930225025624,Place de Saint-Gervais 1,,Finakey Saint-Gervais,,,,,2499956.91,1117986.58
40621,39507,Etablissement,1-4XH-9799,Hottinger Capital,65556360.0,,En activité,2000-06-20,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,Hottinger Capital SA,1-4XH-9555,41229017744.0,,,,http://www.hottinger-capital.com,Place de Longemalle,19,1204,Genève,Genève,930225016783,Place de Longemalle 19,,Hottinger Capital,,,,,2500540.38,1117625.85
40643,38977,Etablissement,1-4XH-89540,SGF Surveillance et Gestion Financière,53932088.0,,En activité,1986-10-15,Bureau/étude/cabinet,692000,Activités comptables; fiduciaires,Gestion de portefeuilles,6-9 travailleurs,SGF Surveillance et Gestion Financière SA,1-4XH-89539,41223101822.0,,41223108887.0,lvz@sgfgroup.ch,,Rue de la Rôtisserie,11,1204,Genève,Genève,930225025164,Rue de la Rôtisserie 11,,SGF Surveillance et Gestion Financière,,,,,2500240.57,1117661.91
